study_id,citation,year,domain_top1,domain_top1_conf,domain_top2,domain_top2_conf,domain_top3,domain_top3_conf,region_top1,region_top1_conf,region_top2,region_top2_conf,region_top3,region_top3_conf,reliability_top1,reliability_top1_conf,reliability_top2,reliability_top2_conf,reliability_top3,reliability_top3_conf,confidence_score,notes
study_0618,"Galanakis, Y",2018,Archaeology,0.457,Settlement Archaeology,0.388,Landscape Archaeology,0.383,Southern Levant,0.243,Egypt,0.18,Sinai,0.164,Medium,0.041,Low,-0.01,High,-0.012,0.247,"Galanakis, Y. Galanakis, Yannis (26326855700) 26326855700 A survey of late bronze age funerary archaeology over the last 25 years in the central and southern aegean 2018 Archaeological Reports 64 85 1"
study_0620,"Monna, F",1929,Epigraphy,0.214,Volcanology,0.208,Paleography,0.2,Southern Levant,0.206,Sinai,0.134,Egypt,0.088,High,0.085,Low,0.056,Medium,0.042,0.168,"Monna, F.; Esin, Y.; Magail, J.; Granjon, L.; Navarro, N.; Wilczek, J.; Saligny, L.; Couette, S.; Dumontet, A.; Chateau Smith, C. Monna, Fabrice (7003488151); Esin, Yury N. (25936063500); Magail, Jéro"
study_0619,"Kappler, C",1959,Stratigraphy,0.434,Radiocarbon Chronology,0.375,Paleoclimatology,0.346,Southern Levant,0.084,Sinai,0.022,Egypt,-0.017,High,-0.017,Low,-0.024,Medium,-0.09,0.167,"Kappler, C.; Kaiser, K.; Tanski, P.; Klos, F.; Fülling, A.; Mrotzek, A.; Sommer, M.; Bens, O. Kappler, Christoph (57195942563); Kaiser, Knut (15071266100); Tanski, Phillipp (57202588655); Klos, Friede"
study_0621,"Ventresca-Miller, A",1963,Archaeology,0.374,Bioarchaeology,0.364,Landscape Archaeology,0.353,Southern Levant,0.162,Egypt,0.113,Sinai,0.082,High,0.089,Low,0.053,Medium,0.012,0.209,"Ventresca-Miller, A.R.; Winter-Schuh, C.; Usmanova, E.R.; Logvin, A.; Shevnina, I.; Makarewicz, C.A. Ventresca-Miller, Alicia R. (56004883500); Winter-Schuh, Christine (57196328442); Usmanova, Emma Ra"
study_0622,"Roosevelt, C",2023,Epigraphy,0.243,Paleography,0.212,Archaeology,0.194,Sinai,0.225,Southern Levant,0.168,Egypt,0.134,High,0.121,Medium,0.077,Low,0.076,0.196,"Roosevelt, C.H.; Luke, C.; Ünlüsoy, S.; Çakirlar, C.; Marston, J.M.; O’Grady, C.R.; Pavúk, P.; Pieniązek, M.; Mokrišová, J.; Scott, C.B.; Shin, N.; Slim, F.G. Roosevelt, Christopher H. (24781171400); "
study_0623,"Berger, D",1866,Isotope Geochemistry,0.492,Radiocarbon Chronology,0.449,Paleoclimatology,0.398,Southern Levant,0.177,Sinai,0.171,Egypt,0.098,Medium,-0.036,Low,-0.045,High,-0.054,0.211,"Berger, D.; Soles, J.S.; Giumlía-Mair, A.R.; Brügmann, G.; Galili, E.; Lockhoff, N.; Pernicka, E. Berger, Daniel (56539352300); Soles, Jeffrey S. (6603186688); Giumlía-Mair, Alessandra R.G. (556496464"
study_0624,"Masson-Berghoff, A",1947,Archaeology,0.43,Radiocarbon Chronology,0.353,Isotope Geochemistry,0.344,Egypt,0.42,Sinai,0.251,Southern Levant,0.205,Medium,-0.044,High,-0.075,Low,-0.077,0.269,"Masson-Berghoff, A.; Pernicka, E.; Hook, D.; Meek, A. Masson-Berghoff, Aurélia (57194797252); Pernicka, Ernst (7003411364); Hook, Duncan R. (7006321403); Meek, Andrew S. (56416086300) 57194797252; 700"
study_0625,"Chechushkov, I",2018,Archaeology,0.38,Cognitive Archaeology,0.353,Paleography,0.341,Egypt,0.129,Southern Levant,0.124,Sinai,-0.03,Low,0.009,Medium,0.0,High,-0.032,0.173,"Chechushkov, I.V.; Epimakhov, A.V.; Bersenev, A.G. Chechushkov, I. V. (55151581300); Epimakhov, Andrey Vladimirovich (16642379500); Bersenev, Andrei G. (56676091200) 55151581300; 16642379500; 56676091"
study_0626,"Hermon, S",1859,Stratigraphy,0.404,Artifact Typology,0.396,Archaeology,0.392,Sinai,0.113,Egypt,0.081,Southern Levant,0.044,High,-0.016,Medium,-0.02,Low,-0.052,0.167,"Hermon, S.; Polig, M.; Driessen, J.; Jans, G.; Bretschneider, J. Hermon, Sorin (55418591100); Polig, Martina (57202500911); Driessen, Jan M. (7004849274); Jans, Greta (42361212100); Bretschneider, Joa"
study_0627,"Jansen, M",1886,Isotope Geochemistry,0.514,Radiocarbon Chronology,0.418,Archaeology,0.377,Egypt,0.157,Southern Levant,0.151,Sinai,0.114,Medium,0.018,High,-0.044,Low,-0.057,0.23,"Jansen, M.; Hauptmann, A.; Klein, S.; Seitz, H.-M. Jansen, Moritz (57188660330); Hauptmann, Andreas (7005198867); Klein, Sabine (57225786190); Seitz, Hans Michael (7201971416) 57188660330; 7005198867;"
study_0628,"Gurjazkaitė, K",2029,Landscape Archaeology,0.335,Bioarchaeology,0.317,Paleoclimatology,0.296,Southern Levant,0.19,Sinai,0.096,Egypt,0.054,High,0.033,Low,0.01,Medium,-0.037,0.186,"Gurjazkaitė, K.; Routh, J.; Djamali, M.; Vaezi, A.; Poher, Y.; Naderi Beni, A.N.; Tavakoli, V.; Kylin, H. Gurjazkaitė, Karolina (57202939829); Routh, Joyanto (7003939387); Djamali, Morteza (1404498520"
study_0629,"Bohdálková, L",1960,Radiocarbon Chronology,0.395,Isotope Geochemistry,0.323,Environment,0.238,Egypt,0.102,Southern Levant,0.092,Sinai,0.026,High,0.055,Low,0.018,Medium,-0.022,0.184,"Bohdálková, L.; Bohdálek, P.; Břízová, E.; Pacherová, P.; Kuběna, A.A. Bohdálková, Leona (55377216700); Bohdálek, Petr (57196034355); Břízová, Evá (6508364172); Pacherová, Petra (26538810000); Kuběna,"
study_0630,"Knockaert, J",1943,Paleoclimatology,0.321,Zooarchaeology,0.301,Isotope Geochemistry,0.237,Sinai,0.155,Southern Levant,0.138,Egypt,0.09,High,0.063,Medium,0.025,Low,0.005,0.18,"Knockaert, J.; Balasse, M.; Rendu, C.; Burens, A.; Campmajó, P.; Carozza, L.; Bousquet, D.; Fiorillo, D.; Vigne, J.-D. Knockaert, Juliette (57194391348); Balasse, Marie (6602276342); Rendu, Christine "
study_0631,"Weiberg, E",1980,Archaeology,0.418,Settlement Archaeology,0.366,Cognitive Archaeology,0.354,Egypt,0.167,Southern Levant,0.156,Sinai,0.107,Low,-0.019,Medium,-0.029,High,-0.047,0.189,"Weiberg, E.; Finné, M. Weiberg, Erika (48461980300); Finné, Martin (36342166200) 48461980300; 36342166200 Resilience and persistence of ancient societies in the face of climate change: a case study fr"
study_0632,"Wagreich, M",2018,Radiocarbon Chronology,0.452,Stratigraphy,0.42,Isotope Geochemistry,0.379,Sinai,0.064,Egypt,0.057,Southern Levant,0.041,High,0.058,Low,0.019,Medium,-0.041,0.191,"Wagreich, M.; Draganits, E. Wagreich, Michael (6603595054); Draganits, Erich (6602173434) 6603595054; 6602173434 Early mining and smelting lead anomalies in geological archives as potential stratigrap"
study_0633,"Hervé, G",1992,Radiocarbon Chronology,0.607,Isotope Geochemistry,0.522,Stratigraphy,0.382,Southern Levant,0.191,Sinai,0.162,Egypt,0.08,Low,0.014,High,0.011,Medium,-0.033,0.271,"Hervé, G.; Lanos, P. Hervé, Gwenaël (37032729700); Lanos, Philippe (6507121992) 37032729700; 6507121992 Improvements in Archaeomagnetic Dating in Western Europe from the Late Bronze to the Late Iron A"
study_0634,"Judd, M",2063,Paleography,0.367,Archaeology,0.365,Paleoclimatology,0.362,Southern Levant,0.237,Egypt,0.195,Sinai,0.145,Medium,0.08,High,0.003,Low,-0.001,0.228,"Judd, M.A.; Walker, J.L.; Ventresca-Miller, A.R.; Razhev, D.; Epimakhov, A.V.; Hanks, B.K. Judd, Margaret A. (15020639100); Walker, Jessica L. (57203329299); Ventresca-Miller, Alicia R. (56004883500);"
study_0635,"Norström, E",1940,Isotope Geochemistry,0.506,Radiocarbon Chronology,0.378,Paleoclimatology,0.364,Southern Levant,0.141,Sinai,0.113,Egypt,0.035,Low,0.072,High,0.07,Medium,-0.046,0.24,"Norström, E.; Katrantsiotis, C.; Finné, M.; Risberg, J.; Smittenberg, R.H.; Bjursäter, S. Norström, Elin (8856013700); Katrantsiotis, Christos (57041389300); Finné, Martin (36342166200); Risberg, Jan "
study_0636,"Lécuyer, C",1947,Epigraphy,0.214,Stratigraphy,0.2,Meta-Analysis,0.165,Southern Levant,0.146,Egypt,0.065,Sinai,0.049,High,0.077,Low,0.072,Medium,0.042,0.146,"Lécuyer, C.; Atrops, F.; Amiot, R.; Angst, D.; Daux, V.; Flandrois, J.-P.; Fourel, F.; Rey, K.; Royer, A.; Seris, M.; Touzeau, A.; ROUSSEAU, D. Lécuyer, Christophe (35240298200); Atrops, François (660"
study_0637,"Schneeweiss, J",1923,Radiocarbon Chronology,0.605,Isotope Geochemistry,0.444,Paleoclimatology,0.418,Southern Levant,0.133,Sinai,0.112,Egypt,0.086,Low,0.012,High,-0.012,Medium,-0.023,0.25,"Schneeweiss, J.; Becker, F.; Molodin, V.I.; Parzinger, H.; Marchenko, Z.V.; Svyatko, S.V. Schneeweiss, Jens (53564338400); Becker, Fabian (57192300187); Molodin, V. I. (6506558021); Parzinger, Hermann"
study_0638,"Toffolo, M",2018,Stratigraphy,0.428,Archaeology,0.425,Paleography,0.403,Sinai,0.215,Southern Levant,0.212,Egypt,0.188,Medium,0.054,High,0.034,Low,0.001,0.232,"Toffolo, M.B.; Martin, M.A.S.; Master, D.M.; Boaretto, E. Toffolo, Michael B. (55596492100); Martin, Mario A.S. (36621247800); Master, Daniel M. (36832560800); Boaretto, Elisabetta (55549636000) 55596"
study_0639,"Makarewicz, C",1963,Archaeology,0.336,Zooarchaeology,0.325,Paleoclimatology,0.323,Southern Levant,0.136,Egypt,0.089,Sinai,0.058,Low,0.021,High,0.02,Medium,0.02,0.164,"Makarewicz, C.A.; Winter-Schuh, C.; Byerly, H.; Houle, J.-L. Makarewicz, Cheryl A. (12786139100); Winter-Schuh, Christine (57196328442); Byerly, Heather (57201380765); Houle, Jean Luc (56463719700) 12"
study_0640,"Gamarra, B",1865,Epigraphy,0.223,Stratigraphy,0.166,Paleography,0.163,Southern Levant,0.142,Sinai,0.134,Egypt,0.104,High,0.115,Low,0.11,Medium,0.067,0.16,"Gamarra, B.; Howcroft, R.; McCall, A.; Dani, J.; Hajdú, Z.; Nagy, E.G.; Szabó, L.D.; Domboróczki, L.; Pap, I.; Raczky, P.; Marcsik, A.; Zoffmann, Z.K.; Hajdu, T.; Feeney, R.N.M.; Pinhasi, R. Gamarra, "
study_0641,"Ammerman, A",2018,Archaeology,0.346,Settlement Archaeology,0.336,Cognitive Archaeology,0.313,Southern Levant,0.19,Egypt,0.09,Sinai,0.07,Medium,-0.016,Low,-0.032,High,-0.034,0.173,"Ammerman, A.J. Ammerman, Albert J. (7003289639) 7003289639 The east bank of the Tiber below the Island: Two recent advances in the study of early Rome 2018 Antiquity 92 362 398 409 0 10.15184/aqy.2017"
study_0642,"Wang, W",2005,Radiocarbon Chronology,0.395,Paleoclimatology,0.379,Paleography,0.358,Southern Levant,0.18,Egypt,0.146,Sinai,0.072,Medium,0.058,High,0.022,Low,0.018,0.211,"Wang, W.; Wang, Y.; An, C.; Ruan, Q.; Duan, F.; Li, W.; Dong, W. Wang, Wei (59635037400); Wang, Yongqiang (57200556213); An, C. B. (7102018023); Ruan, Qiurong (57201031340); Duan, Futao (56825209100);"
study_0643,"Valerio, P",2029,Stratigraphy,0.406,Archaeology,0.368,Epigraphy,0.358,Southern Levant,0.198,Egypt,0.155,Sinai,0.137,Medium,0.036,Low,0.017,High,0.013,0.214,"Valerio, P.; Araújo, M.F.; Monge Soares, A.M.M.; Silva, R.J.C.; Baptista, L.; Mataloto, R. Valerio, Pedro (7003452715); Araújo, María Fátima D. (7202962609); Monge Soares, António M. (12791522900); Si"
study_0644,"Kunze, R",2015,Radiocarbon Chronology,0.304,Isotope Geochemistry,0.254,Archaeology,0.232,Egypt,0.107,Southern Levant,0.041,Sinai,-0.004,Medium,0.033,Low,-0.029,High,-0.04,0.148,"Kunze, R.; Mödlinger, M.; Rödel, T. Kunze, René (57201519919); Mödlinger, Marianne (24473560000); Rödel, Tim (57201527470) 57201519919; 24473560000; 57201527470 Field studies on early copper metallurg"
study_0645,"Tafuri, M",2005,Paleoclimatology,0.257,Radiocarbon Chronology,0.256,Isotope Geochemistry,0.247,Egypt,0.087,Southern Levant,0.087,Sinai,0.042,Medium,0.011,Low,-0.005,High,-0.045,0.119,"Tafuri, M.A.; Rottoli, M.; Cupitò, M.; Pulcini, M.L.; Tasca, G.; Carrara, N.; Bonfanti, F.; Salzani, L.; Canci, A. Tafuri, Mary Anne (14322583700); Rottoli, Mauro (23136013000); Cupitò, Michele (51664"
study_0646,"Azzazy, M",2018,Archaeology,0.467,Landscape Archaeology,0.394,Cognitive Archaeology,0.355,Egypt,0.483,Southern Levant,0.285,Sinai,0.274,High,-0.032,Medium,-0.049,Low,-0.049,0.306,"Azzazy, M.F. Azzazy, M. F. (37560957000) 37560957000 Exploratory palynological studies at the Tell el-Daba’a-Avaris archaeological site 2018 PLOS ONE 13 2 e0180770 0 10.1371/journal.pone.0180770 https"
study_0647,"Anastasiou, E",2080,Archaeology,0.34,Settlement Archaeology,0.279,Bioarchaeology,0.27,Southern Levant,0.177,Egypt,0.149,Sinai,0.089,Medium,-0.006,High,-0.025,Low,-0.079,0.17,"Anastasiou, E.; Papathanasiou, A.; SCHEPARTZ, L.A.; Mitchell, P.D. Anastasiou, Evilena (54390768400); Papathanasiou, Anastasia (7004293434); SCHEPARTZ, L. A. (6603233380); Mitchell, Piers D. (57208011"
study_0648,"Iacono, F",2090,Archaeology,0.456,Settlement Archaeology,0.406,Cognitive Archaeology,0.392,Sinai,0.229,Southern Levant,0.227,Egypt,0.204,Medium,0.037,High,0.024,Low,0.021,0.241,"Iacono, F. Iacono, Francesco (56769320900) 56769320900 The Archaeology of Late Bronze Age Interaction and Mobility at the Gates of Europe: People, Things and Networks around the Southern Adriatic Sea "
study_0649,"Cherel, A",2005,Radiocarbon Chronology,0.433,Archaeology,0.407,Artifact Typology,0.399,Southern Levant,0.163,Egypt,0.095,Sinai,0.062,Medium,0.075,Low,0.046,High,0.045,0.224,"Cherel, A.-F.; Gratuze, B.; Simon, P. Cherel, Anne Françoise (57200548342); Gratuze, Bernard (6506982186); Simon, Patrick (7402477496) 57200548342; 6506982186; 7402477496 Bronze Age earthenware and gl"
study_0651,"Atkins, R",1995,Settlement Archaeology,0.555,Archaeology,0.527,Landscape Archaeology,0.413,Southern Levant,0.268,Egypt,0.187,Sinai,0.157,Low,0.091,High,0.063,Medium,0.038,0.305,"Atkins, R. Atkins, Rob (26646248800) 26646248800 Quarryrob atkinslate iron age and roman settlement at bozeat quarry, northamptonshire: Excavations 1995-2016 2018 1 185 0 https://www.scopus.com/inward"
study_0650,"Korczyńska, M",2018,Archaeology,0.345,Landscape Archaeology,0.331,Stratigraphy,0.306,Southern Levant,0.155,Egypt,0.119,Sinai,0.116,Medium,0.039,High,0.01,Low,0.005,0.18,"Korczyńska, M.; Cappenberg, K. Korczyńska, Marta (56991122200); Cappenberg, Klaus (56991123300) 56991122200; 56991123300 Re-fitting the past - urn graveyards in the carpathian foothills 2018 153 171 0"
study_0652,"Woudhuizen, F",2018,Ethnohistory,0.246,Paleoclimatology,0.223,Geoarchaeology,0.214,Southern Levant,0.3,Egypt,0.158,Sinai,0.016,Medium,0.109,Low,0.103,High,0.079,0.218,"Woudhuizen, F.C. Woudhuizen, Fred C. (36473938900) 36473938900 The luwians of western anatolia: Their neighbours and predecessors 2018 1 178 0 10.2307/j.ctv1pdrq5q https://www.scopus.com/inward/record"
study_0653,"McKinny, C",1944,Landscape Archaeology,0.403,Cognitive Archaeology,0.403,Archaeology,0.397,Sinai,0.124,Egypt,0.123,Southern Levant,0.096,High,0.015,Medium,-0.04,Low,-0.043,0.181,"McKinny, C.; Shai, I. McKinny, Chris (57194424339); Shai, Itzhaq (35178435700) 57194424339; 35178435700 Using Tools in Ways in Which They Were Not Intended: A Test Case of the Use of PlanGrid for Fiel"
study_0654,"Blétry, S",1910,Comparative Literature,0.173,Radiocarbon Chronology,0.159,Geoarchaeology,0.144,Southern Levant,0.268,Sinai,0.159,Egypt,0.134,Medium,0.028,High,0.011,Low,-0.013,0.156,"Blétry, S.; Duval, H.; Girardi, C.; Loupmon, T.; Rjoob, A. Blétry, Sylvie (56367299600); Duval, Hélène (57223248038); Girardi, Chloé (57223217768); Loupmon, Teddy (57223224812); Rjoob, Ayman (57223221"
study_0656,"Rezaei, M",2018,Archaeology,0.39,Radiocarbon Chronology,0.341,Landscape Archaeology,0.327,Egypt,0.228,Southern Levant,0.18,Sinai,0.165,High,0.048,Medium,0.042,Low,0.039,0.222,"Rezaei, M.H.; Basafa, H. Rezaei, Mohammad Hossein (57225739964); Basafa, Hassan (36099139400) 57225739964; 36099139400 The Production Process of Lithics in Late Bronze Age at Shahrake Firouzeh Site in"
study_0655,"Cherel, A",2005,Paleography,0.436,Archaeology,0.397,Paleoclimatology,0.387,Southern Levant,0.143,Egypt,0.07,Sinai,0.063,Medium,0.057,Low,0.016,High,-0.018,0.212,"Cherel, A.-F.; Le Gall, V.; Garnier, N.; Allard, L. Cherel, Anne Françoise (57200548342); Le Gall, Valérie (55571234900); Garnier, Nicolas (57194509179); Allard, Lise (59543388300) 57200548342; 555712"
study_0657,"Korobov, D",2018,Archaeology,0.374,Artifact Typology,0.331,Landscape Archaeology,0.316,Sinai,0.166,Egypt,0.14,Southern Levant,0.07,High,0.066,Low,0.033,Medium,-0.042,0.202,"Korobov, D.S.; Borisov, A.V.; Babenko, A.N.; Sergeev, A.Y.; Chernysheva, E.V. Korobov, Von Dmitrij Sergeevič (38161760600); Borisov, Aleksandr V. (34567600900); Babenko, A. N. (23033456700); Sergeev, "
study_0658,"Schrader, S",1934,Bioarchaeology,0.415,Archaeology,0.373,Cognitive Archaeology,0.371,Southern Levant,0.213,Egypt,0.173,Sinai,0.099,Medium,0.066,High,0.009,Low,-0.007,0.231,"Schrader, S.A.; Buzon, M.; Smith, S.T. Schrader, Sarah A. (55227405800); Buzon, Michele R. (8837890600); Smith, Stuart Tyson (55574193496) 55227405800; 8837890600; 55574193496 Colonial-indigene intera"
study_0659,"Chechushkov, I",2027,Geoarchaeology,0.33,Stratigraphy,0.312,Radiocarbon Chronology,0.286,Egypt,0.167,Sinai,0.116,Southern Levant,0.037,Low,0.046,High,0.011,Medium,0.01,0.181,"Chechushkov, I.V.; Dakovic, G.; Yakimov, A.S. Chechushkov, I. V. (55151581300); Dakovic, Gligor (57202794244); Yakimov, Aharon S. (7004269187) 55151581300; 57202794244; 7004269187 Architectural and pl"
study_0660,"O’Grady, C",2080,Archaeology,0.495,Cognitive Archaeology,0.461,Settlement Archaeology,0.443,Sinai,0.203,Egypt,0.183,Southern Levant,0.128,Medium,0.031,High,0.022,Low,-0.013,0.243,"O’Grady, C.R.; Luke, C.; Mokrišová, J.; Roosevelt, C.H. O’Grady, Caitlin R. (57208060758); Luke, Christina (23967769000); Mokrišová, Jana (57208057053); Roosevelt, Christopher H. (24781171400) 5720806"
study_0661,"Vilain, S",2078,Ceramic Analysis,0.528,Epigraphy,0.301,Paleography,0.226,Southern Levant,0.143,Egypt,0.131,Sinai,0.089,Medium,0.073,Low,0.067,High,0.035,0.248,"Vilain, S. Vilain, Sarah (57207820883) 57207820883 Imitations and local productions influenced by Cypriot ceramics white painted pendent line style at Tell el-Dab'a; Imitations et productions locales "
study_0662,"Zachar, T",2076,Archaeology,0.369,Radiocarbon Chronology,0.344,Isotope Geochemistry,0.332,Egypt,0.12,Southern Levant,0.11,Sinai,0.061,Medium,0.041,High,0.011,Low,-0.022,0.177,"Zachar, T.; Salaš, M. Zachar, Tomáš (57207623503); Salaš, Milan (36070087000) 57207623503; 36070087000 The provenance of copper ore in Moravia in the Late Bronze Age based on metal hoards from Blučina"
study_0663,"Kotsonas, A",2018,Archaeology,0.467,Landscape Archaeology,0.372,Settlement Archaeology,0.37,Sinai,0.216,Southern Levant,0.164,Egypt,0.162,Medium,0.025,Low,0.0,High,-0.006,0.236,"Kotsonas, A. Kotsonas, Antonis (12807260900) 12807260900 Homer, the archaeology of crete and the 'tomb of meriones' at Knossos 2018 Journal of Hellenic Studies 138 1 35 0 10.1017/S0075426918000010 htt"
study_0664,"Martín, A",1903,Archaeology,0.488,Landscape Archaeology,0.452,Settlement Archaeology,0.4,Southern Levant,0.187,Egypt,0.138,Sinai,0.082,High,-0.008,Medium,-0.018,Low,-0.028,0.223,"Martín, A.M. Martín, Alfredo Mederos (56484952800) 56484952800 Emilio Camps Cazorla, assistant professor of Gómez-Moreno and elected director of the National Archaeological Museum (1903-1952); Emilio "
study_0665,"Lyganov, A",1943,Stratigraphy,0.422,Archaeology,0.394,Geoarchaeology,0.391,Southern Levant,0.197,Egypt,0.193,Sinai,0.124,Medium,0.02,Low,0.016,High,0.009,0.213,"Lyganov, A.V.; Khamzin, R.N.; Galimova, M.Sh. Lyganov, A. V. (57194326310); Khamzin, R. N. (57204462894); Galimova, Madina Sh (57201195253) 57194326310; 57204462894; 57201195253 Materials of the eneol"
study_0666,"Golyeva, A",1937,Paleography,0.561,Paleoclimatology,0.533,Stratigraphy,0.501,Egypt,0.186,Southern Levant,0.13,Sinai,0.11,High,0.019,Low,0.019,Medium,-0.015,0.255,"Golyeva, A.A.; Shuteleva, I.A.; Shcherbakov, N.B. Golyeva, Alexandra A. (15746401000); Shuteleva, Iia A. (57193758332); Shcherbakov, Nikolai B. (57193756520) 15746401000; 57193758332; 57193756520 Prob"
study_0667,"Khusnutdinov, Е",2044,Isotope Geochemistry,0.337,Archaeology,0.326,Stratigraphy,0.306,Southern Levant,0.118,Sinai,0.116,Egypt,0.104,Low,0.047,Medium,0.042,High,0.033,0.167,"Khusnutdinov, Е.А.; Shaykhulakhmetov, А.А. Khusnutdinov, А. A. (57204460784); Shaykhulakhmetov, А. А. (57204454471) 57204460784; 57204454471 Lamellar Bronze Grivna of the final bronze - Beginning earl"
study_0668,"Golubeva, E",2044,Archaeology,0.493,Settlement Archaeology,0.478,Landscape Archaeology,0.463,Egypt,0.179,Southern Levant,0.168,Sinai,0.135,High,0.01,Low,-0.002,Medium,-0.026,0.228,"Golubeva, E.N. Golubeva, Ekaterina N. (57204451409) 57204451409 Stone tools from the Eneolithic dwelling of excavation 2 in IgIM settlement (according to the results of trasological analisis) 2018 Pov"
study_0669,"Castelluccia, M",2018,Archaeology,0.44,Landscape Archaeology,0.366,Settlement Archaeology,0.366,Egypt,0.313,Southern Levant,0.28,Sinai,0.249,Medium,0.045,High,0.024,Low,-0.015,0.266,"Castelluccia, M. Castelluccia, Manuel (55966958500) 55966958500 The lčašen culture and its archaeological landscape 2018 Iran and the Caucasus 22 3 215 231 0 10.1163/1573384X-20180302 https://www.scop"
study_0671,"Nielsen, J",2018,Historical Geography,0.264,Comparative Literature,0.261,Volcanology,0.252,Egypt,0.23,Southern Levant,0.214,Sinai,0.201,Medium,0.022,High,0.021,Low,0.008,0.172,"Nielsen, J.P. Nielsen, John P. (55450236400) 55450236400 The reign of nebuchadnezzar I in history and historical memory 2018 1 219 0 10.4324/9781315648262 https://www.scopus.com/inward/record.uri?eid="
study_0670,"Pokorná, A",2000,Paleoclimatology,0.234,Stratigraphy,0.231,Bioarchaeology,0.213,Southern Levant,0.202,Egypt,0.163,Sinai,0.057,Low,0.037,Medium,0.033,High,0.003,0.157,"Pokorná, A.; Kočár, P.; Novák, J.; Šálková, T.; Žáčková, P.; Komárková, V.; Vaněček, Z.; Sádlo, J. Pokorná, Adéla (54984577400); Kočár, Petr (6506872318); Novák, Jan (57222704759); Šálková, Tereza (55"
